truck_number_plate,vehicle_model,year_bought,service_date,last_service_date,total_km_run,km_after_last_service,avg_daily_km_est,engine_temperature_c,vibrations_level,oil_life_percent,battery_health_percent,route_type,load_profile,ambient_temp_c,brake_pad_thickness_mm,tyre_health_percent,fuel_efficiency_kmpl,approx_past_services,parts_changed_last_service,days_until_next_service
MH45AB1054,BharatBenz 2823R,2014,2024-05-29,2021-04-25,836331,3341,112,86,3.71,16,57,City,Medium,39,14,55,4.2,13,Oil Filter,67
MH17AB8080,Tata Prima,2013,2022-02-12,2021-11-20,766046,29256,78,94,3.71,21,96,City,Light,7,5,96,3.12,8,Air Filter,51
MH59AB1418,Ashok Leyland 3718,2012,2022-06-21,2021-08-30,538067,6540,259,128,3.71,52,61,Highway,Heavy,43,9,22,6.41,10,Coolant,115
MH54AB2892,Ashok Leyland 3718,2022,2024-12-05,2021-03-09,381356,10804,61,77,3.71,88,59,Highway,Medium,-2,5,25,3.47,9,Brake Pads,11
MH16AB3744,Ashok Leyland 3718,2013,2023-03-03,2021-03-23,183498,30841,382,74,3.71,30,69,City,Light,44,19,49,5.37,5,Fuel Pump,68
MH22AB6074,Eicher Pro 6035,2023,2022-10-03,2021-06-29,304024,5258,346,74,3.71,87,54,City,Light,36,8,81,3.07,4,Brake Pads,86
MH75AB5909,BharatBenz 2823R,2016,2022-04-11,2021-04-01,705258,17510,179,110,3.71,16,43,Mixed,Heavy,-3,12,90,3.82,6,Fuel Pump,68
MH25AB3029,BharatBenz 2823R,2010,2022-06-09,2021-07-18,140009,32158,342,104,3.71,25,36,City,Heavy,6,5,39,4.27,6,Brake Pads,96
MH46AB1764,Tata Prima,2016,2023-03-07,2021-11-03,773858,38282,222,88,3.71,46,59,City,Medium,-5,14,90,3.27,13,Air Filter,16
MH36AB4671,Tata Prima,2010,2023-08-24,2021-07-21,473159,1875,257,92,3.71,65,93,Highway,Heavy,21,10,74,4.3,4,Oil Filter,16
MH53AB5086,Ashok Leyland 3718,2011,2024-10-28,2021-08-03,771755,34449,481,78,3.71,62,85,City,Heavy,37,10,67,3.13,8,Fuel Pump,40
MH20AB5637,Tata Prima,2013,2024-12-19,2021-12-24,94816,22592,73,123,3.71,58,63,City,Medium,44,4,97,4.74,5,Air Filter,33
MH52AB9394,Eicher Pro 6035,2010,2023-12-22,2021-09-15,54138,990,148,99,3.71,38,42,Highway,Heavy,7,13,57,5.15,2,Oil Filter,15
MH69AB1238,BharatBenz 2823R,2020,2023-08-12,2021-06-19,141176,4229,455,119,3.71,11,25,Mixed,Medium,11,12,58,2.75,9,Oil Filter,57
MH26AB3673,Ashok Leyland 3718,2021,2023-06-30,2021-10-30,388089,6474,405,85,3.71,39,85,Highway,Medium,2,12,98,5.98,11,Coolant,74
MH28AB6999,Tata Prima,2020,2023-03-01,2021-08-22,840449,20180,188,102,3.71,19,40,Highway,Medium,26,18,11,3.24,11,Coolant,89
MH35AB5171,Eicher Pro 6035,2020,2022-01-04,2021-11-29,846883,18824,363,71,3.71,69,54,City,Heavy,14,15,98,3.4,7,Coolant,78
MH65AB1483,Eicher Pro 6035,2018,2024-07-07,2021-07-23,768316,31834,223,83,3.71,94,48,City,Medium,11,17,23,5.15,14,Fuel Pump,100
MH57AB6599,Tata Prima,2021,2022-11-23,2021-03-27,406007,21898,78,115,3.71,29,26,Mixed,Heavy,28,11,26,4.38,6,Fuel Pump,51
MH18AB1500,BharatBenz 2823R,2015,2022-07-27,2021-08-06,846710,35150,468,70,3.71,63,72,City,Medium,29,5,40,4.5,4,Oil Filter,37
MH33AB9005,Tata Prima,2022,2024-06-21,2021-12-12,271552,21792,192,95,3.71,83,56,Mixed,Heavy,29,11,19,3.01,6,Fuel Pump,85
MH71AB2818,Ashok Leyland 3718,2010,2022-07-12,2021-10-17,93764,36255,365,127,3.71,90,42,Mixed,Medium,32,13,79,5.72,3,Oil Filter,71
MH14AB7233,Tata Prima,2010,2024-07-18,2021-09-21,173030,38853,400,94,3.71,10,27,Mixed,Light,36,10,98,4.97,6,Air Filter,47
MH92AB9879,Eicher Pro 6035,2015,2022-07-12,2021-07-01,899375,3659,91,85,3.71,56,95,Mixed,Light,18,16,46,3.04,3,Brake Pads,22
MH21AB8480,Tata Prima,2013,2023-01-29,2021-09-26,669955,33126,348,84,3.71,83,67,City,Light,12,10,73,4.0,1,Oil Filter,78
MH94AB1010,BharatBenz 2823R,2013,2023-09-02,2021-10-23,366462,29851,257,95,3.71,92,29,Highway,Medium,44,8,39,5.74,18,Oil Filter,57
MH56AB9687,Mahindra Blazo X,2020,2022-03-12,2021-05-17,416142,37798,379,116,3.71,25,98,Highway,Heavy,40,13,43,4.77,4,Air Filter,109
MH15AB7773,Tata Prima,2015,2024-02-04,2021-07-27,110128,17565,482,113,3.71,75,43,City,Medium,42,15,27,2.93,6,Coolant,43
MH47AB7614,BharatBenz 2823R,2023,2022-06-13,2021-08-21,269128,22138,241,85,3.71,97,66,City,Medium,33,17,97,3.99,17,None,111
MH66AB6581,BharatBenz 2823R,2021,2024-11-11,2021-03-18,858301,1573,209,83,3.71,36,72,Mixed,Medium,27,4,72,3.47,18,Coolant,76
MH40AB6485,Eicher Pro 6035,2020,2023-05-06,2021-03-20,283540,19271,113,98,3.71,57,58,City,Medium,43,12,58,4.57,6,Coolant,38
MH21AB5289,BharatBenz 2823R,2016,2022-08-08,2021-08-10,55039,35961,292,93,3.71,63,86,Highway,Heavy,17,9,65,5.87,2,Oil Filter,41
MH45AB7651,BharatBenz 2823R,2018,2022-12-25,2021-05-26,202353,29820,307,116,3.71,73,85,City,Medium,19,9,67,4.25,12,Oil Filter,45
MH73AB9652,BharatBenz 2823R,2019,2023-11-16,2021-10-09,162935,4840,201,124,3.71,66,25,City,Light,31,4,36,4.23,12,Fuel Pump,101
MH61AB3922,BharatBenz 2823R,2014,2022-03-11,2021-05-25,584730,35424,264,84,3.71,8,40,Mixed,Light,21,11,64,6.12,4,Fuel Pump,53
MH87AB1580,Ashok Leyland 3718,2018,2023-10-17,2021-07-21,339730,16684,371,88,3.71,90,92,Mixed,Light,-5,14,94,4.8,16,Brake Pads,14
MH92AB6983,Ashok Leyland 3718,2013,2024-03-25,2021-07-14,103053,3080,215,77,3.71,22,93,Mixed,Medium,15,10,28,4.76,10,Brake Pads,44
MH49AB1437,Eicher Pro 6035,2022,2024-10-18,2021-05-06,231561,29467,80,103,3.71,85,55,Mixed,Heavy,43,7,32,3.55,10,None,22
MH44AB9255,Tata Prima,2019,2024-06-26,2021-07-09,788464,2659,420,71,3.71,60,22,Highway,Heavy,4,16,56,4.93,7,Fuel Pump,29
MH32AB6442,BharatBenz 2823R,2011,2024-04-13,2021-10-30,136346,14400,281,96,3.71,28,97,City,Heavy,25,17,88,4.8,14,Oil Filter,110
MH38AB6459,Tata Prima,2012,2023-07-20,2021-05-28,379231,11940,331,79,3.71,70,61,City,Medium,38,6,75,4.09,7,Air Filter,45
MH98AB2533,Tata Prima,2022,2022-03-09,2021-12-22,455841,15178,78,104,3.71,17,64,Mixed,Heavy,19,14,60,6.46,12,Fuel Pump,40
MH57AB4305,Eicher Pro 6035,2020,2022-12-03,2021-12-22,608685,12521,244,92,3.71,66,63,Highway,Light,14,3,93,6.03,11,Oil Filter,6
MH67AB8670,BharatBenz 2823R,2010,2022-11-14,2021-09-05,370815,7272,383,118,3.71,58,52,Highway,Heavy,-4,7,37,5.5,17,Fuel Pump,87
MH21AB3057,BharatBenz 2823R,2023,2024-01-02,2021-12-29,166214,2127,305,77,3.71,19,79,City,Medium,42,2,66,4.65,11,Coolant,78
MH12AB1986,Mahindra Blazo X,2023,2024-05-06,2021-11-05,535001,8719,330,97,3.71,73,89,Mixed,Medium,9,16,67,4.35,3,Fuel Pump,53
MH72AB7215,Tata Prima,2015,2023-04-05,2021-06-14,731509,23964,353,92,3.71,7,96,City,Heavy,22,16,24,3.24,19,None,71
MH51AB5148,Tata Prima,2022,2024-10-11,2021-08-01,448499,30732,370,73,3.71,41,45,City,Medium,7,15,25,3.72,4,Coolant,57
MH93AB7193,Ashok Leyland 3718,2015,2024-04-01,2021-10-27,450826,8988,486,83,3.71,41,40,Highway,Heavy,44,8,56,5.6,8,Oil Filter,23
MH37AB9038,Mahindra Blazo X,2010,2022-11-08,2021-03-18,486542,35449,372,122,3.71,7,21,Highway,Heavy,8,6,72,4.31,14,Coolant,119
MH92AB2940,Ashok Leyland 3718,2020,2023-07-18,2021-09-27,327068,19481,395,111,3.71,67,66,City,Light,44,17,21,6.03,14,Fuel Pump,30
MH76AB7086,Ashok Leyland 3718,2022,2022-06-30,2021-07-05,687431,1401,451,98,3.71,39,49,Mixed,Medium,-4,18,52,3.09,16,Coolant,58
MH54AB6864,Ashok Leyland 3718,2012,2024-04-04,2021-08-01,422397,22944,442,70,3.71,56,46,Mixed,Light,28,12,93,4.53,15,None,119
MH64AB9877,Eicher Pro 6035,2014,2023-09-05,2021-03-18,412441,18561,343,73,3.71,91,90,City,Medium,29,16,38,5.09,12,Air Filter,55
MH74AB4598,Eicher Pro 6035,2012,2024-06-07,2021-07-26,837301,3381,136,101,3.71,32,39,City,Heavy,31,17,58,4.57,16,Coolant,115
MH11AB7039,Ashok Leyland 3718,2019,2022-10-18,2021-07-06,837446,30363,198,102,3.71,98,69,Mixed,Medium,19,4,12,6.06,19,None,29
MH35AB5370,Mahindra Blazo X,2012,2023-06-14,2021-04-04,584391,6122,298,118,3.71,22,42,Mixed,Heavy,42,7,78,6.46,5,Coolant,118
MH32AB3520,Tata Prima,2023,2024-08-15,2021-04-13,525738,1878,370,95,3.71,40,32,Mixed,Medium,9,14,69,2.96,12,Brake Pads,21
MH87AB4835,Mahindra Blazo X,2019,2022-03-03,2021-12-22,476674,18132,454,86,3.71,37,23,City,Light,6,2,75,3.02,5,Air Filter,78
MH42AB6824,BharatBenz 2823R,2012,2023-08-10,2021-04-23,132409,28811,332,108,3.71,68,33,Highway,Light,3,15,96,3.02,10,Oil Filter,65
MH30AB3168,Eicher Pro 6035,2014,2023-11-03,2021-03-28,73248,6150,411,92,3.71,30,39,Mixed,Heavy,25,3,99,5.22,17,None,50
MH55AB2131,Tata Prima,2022,2023-03-06,2021-03-08,532376,7536,428,101,3.71,52,32,Mixed,Light,8,3,35,3.99,15,Coolant,119
MH97AB1307,Tata Prima,2014,2022-10-02,2021-07-16,748876,39755,247,121,3.71,44,22,Mixed,Heavy,23,16,80,5.43,8,Air Filter,59
MH82AB2329,BharatBenz 2823R,2013,2024-01-13,2021-04-11,729530,22999,93,84,3.71,21,97,City,Heavy,42,19,83,4.12,8,Oil Filter,54
MH85AB7567,BharatBenz 2823R,2010,2023-01-05,2021-11-22,58024,37516,405,82,3.71,44,66,Highway,Heavy,37,10,78,5.01,8,Air Filter,79
MH46AB8369,Ashok Leyland 3718,2014,2024-07-27,2021-06-24,525430,5103,77,129,3.71,11,22,Highway,Medium,32,4,56,5.58,10,None,15
MH21AB5542,Eicher Pro 6035,2019,2024-01-14,2021-12-22,284864,28273,478,71,3.71,61,20,Mixed,Heavy,36,5,85,4.69,13,Brake Pads,16
MH32AB9333,Eicher Pro 6035,2014,2024-01-09,2021-08-15,224875,20437,66,129,3.71,12,43,City,Light,2,16,51,4.66,16,None,44
MH12AB8537,Mahindra Blazo X,2013,2023-02-19,2021-10-03,403973,13132,176,88,3.71,60,54,Highway,Medium,42,6,40,2.85,9,None,52
MH84AB8351,Ashok Leyland 3718,2015,2022-11-19,2021-04-15,461473,31107,428,93,3.71,35,33,City,Light,-3,6,31,4.14,16,Oil Filter,60
MH99AB8968,Ashok Leyland 3718,2019,2023-07-27,2021-10-15,193927,26837,217,114,3.71,63,86,Highway,Heavy,-4,11,26,4.68,10,Oil Filter,12
MH90AB6525,Ashok Leyland 3718,2013,2023-02-03,2021-08-03,135178,720,293,93,3.71,62,32,Mixed,Heavy,10,17,93,4.35,3,Coolant,92
MH61AB5396,Ashok Leyland 3718,2023,2023-06-10,2021-04-02,566540,5318,436,80,3.71,16,66,City,Light,13,13,29,6.1,14,Fuel Pump,18
MH45AB9268,Eicher Pro 6035,2016,2023-08-30,2021-10-27,856457,7849,125,128,3.71,52,69,Mixed,Medium,24,15,17,6.13,13,None,91
MH60AB1325,Eicher Pro 6035,2016,2022-12-23,2021-12-19,447674,6118,280,91,3.71,35,97,Highway,Light,35,12,58,5.79,4,Oil Filter,118
MH52AB2186,Ashok Leyland 3718,2011,2024-07-03,2021-07-23,113610,27964,253,84,3.71,87,45,Highway,Heavy,10,7,96,4.0,4,None,60
MH84AB2743,Mahindra Blazo X,2012,2022-05-07,2021-05-31,645131,37844,499,79,3.71,67,22,Mixed,Medium,25,11,47,5.37,6,None,58
MH41AB4646,Tata Prima,2010,2024-11-04,2021-05-14,681525,18755,297,110,3.71,78,70,Highway,Heavy,22,4,62,4.08,19,Oil Filter,104
MH54AB7796,Tata Prima,2017,2024-09-24,2021-12-22,527177,24799,351,96,3.71,43,59,Mixed,Heavy,-2,16,37,3.43,11,Brake Pads,21
MH82AB7193,Mahindra Blazo X,2018,2023-03-25,2021-05-31,755191,1962,263,129,3.71,80,87,Mixed,Light,4,12,86,3.87,8,Brake Pads,49
MH65AB9014,Ashok Leyland 3718,2013,2022-11-24,2021-08-17,748787,16405,264,78,3.71,24,55,Mixed,Heavy,39,3,38,2.78,14,None,9
MH39AB4080,Eicher Pro 6035,2015,2024-05-02,2021-12-29,537025,25420,207,121,3.71,52,70,Highway,Light,12,7,81,3.83,8,Brake Pads,7
MH67AB2670,Tata Prima,2018,2022-02-05,2021-03-15,704587,16752,118,97,3.71,75,20,City,Medium,41,18,20,4.34,14,None,13
MH70AB2898,BharatBenz 2823R,2015,2022-02-03,2021-12-10,481722,35336,442,70,3.71,58,52,Mixed,Heavy,26,19,56,6.32,7,Coolant,88
MH63AB4300,BharatBenz 2823R,2023,2023-03-04,2021-08-19,55668,6253,134,86,3.71,82,26,City,Heavy,24,5,54,3.75,18,Oil Filter,118
MH10AB3165,Mahindra Blazo X,2021,2022-01-25,2021-10-23,272542,14675,316,100,3.71,79,71,Highway,Medium,30,10,27,6.11,12,None,24
MH82AB3781,Ashok Leyland 3718,2021,2024-01-12,2021-04-23,228267,6691,118,113,3.71,75,30,Highway,Light,3,11,59,3.42,14,Brake Pads,119
MH41AB1538,Tata Prima,2021,2023-05-23,2021-12-20,205489,18398,148,79,3.71,33,46,City,Heavy,30,3,98,3.26,15,Brake Pads,87
MH87AB9318,Ashok Leyland 3718,2018,2023-10-20,2021-05-28,394126,19482,396,106,3.71,78,33,Mixed,Medium,23,12,58,4.58,18,Air Filter,25
MH71AB9627,Tata Prima,2013,2022-04-01,2021-04-11,680421,15122,499,98,3.71,97,99,Highway,Heavy,10,12,31,5.19,12,Air Filter,84
MH29AB8953,Mahindra Blazo X,2017,2022-07-02,2021-04-15,847183,1501,265,87,3.71,77,65,Mixed,Light,22,12,54,2.68,10,Brake Pads,37
MH57AB3348,Mahindra Blazo X,2018,2022-03-04,2021-03-17,358362,23783,464,116,3.71,52,95,Mixed,Light,15,2,70,3.38,12,Coolant,9
MH85AB6901,BharatBenz 2823R,2013,2023-10-05,2021-11-28,843784,21935,210,107,3.71,78,29,City,Light,41,15,30,4.32,8,Fuel Pump,28
MH89AB2811,Ashok Leyland 3718,2014,2024-01-29,2021-11-13,784412,27723,472,108,3.71,87,43,Highway,Light,-4,2,80,3.82,6,None,67
MH52AB1069,BharatBenz 2823R,2023,2022-10-17,2021-07-10,138835,37744,143,118,3.71,60,80,City,Medium,40,10,70,5.35,19,Air Filter,83
MH77AB2446,Ashok Leyland 3718,2017,2023-12-03,2021-09-20,671781,30524,223,75,3.71,99,37,Highway,Heavy,29,2,85,4.54,1,None,30
MH43AB2325,BharatBenz 2823R,2021,2023-12-02,2021-06-25,865359,31234,214,109,3.71,21,28,City,Medium,22,5,45,3.14,13,Air Filter,112
MH79AB6591,Eicher Pro 6035,2019,2024-01-25,2021-04-20,746454,1015,164,81,3.71,13,36,Highway,Light,30,2,33,6.08,16,Oil Filter,93
MH92AB5371,Eicher Pro 6035,2023,2024-12-18,2021-04-29,151948,1691,269,122,3.71,38,77,Highway,Light,25,11,41,3.67,18,Oil Filter,96
MH20AB8520,Eicher Pro 6035,2015,2023-08-25,2021-03-13,235194,32764,493,83,3.71,49,32,Highway,Light,27,16,68,5.42,12,Brake Pads,37
MH18AB5787,Eicher Pro 6035,2021,2023-12-04,2021-11-09,603781,6797,80,113,3.71,92,69,Mixed,Light,17,5,99,5.62,5,Oil Filter,114
MH19AB4692,Tata Prima,2016,2023-09-18,2021-07-01,516755,28356,60,124,3.71,13,25,Mixed,Heavy,35,15,84,6.35,13,Oil Filter,22
MH99AB9046,Eicher Pro 6035,2012,2024-09-01,2021-06-16,343851,8834,392,79,3.71,11,70,City,Light,11,6,91,4.49,8,Fuel Pump,22
MH45AB2157,Mahindra Blazo X,2016,2022-01-09,2021-12-07,774174,24662,426,123,3.71,20,55,City,Heavy,40,16,14,4.96,6,Coolant,42
MH18AB1776,Mahindra Blazo X,2021,2024-09-23,2021-12-26,188368,6508,179,89,3.71,23,90,Highway,Light,43,16,25,3.84,3,Brake Pads,37
MH19AB6748,Tata Prima,2023,2023-01-29,2021-06-27,206470,8487,154,84,3.71,10,44,Highway,Heavy,-5,17,20,5.21,4,Fuel Pump,31
MH17AB3449,Eicher Pro 6035,2017,2023-10-15,2021-11-27,347986,31466,76,100,3.71,15,30,Mixed,Heavy,36,17,44,4.35,12,Brake Pads,53
MH59AB5007,Eicher Pro 6035,2019,2024-04-22,2021-07-10,63261,3832,276,76,3.71,80,63,Mixed,Light,17,5,84,4.25,13,Coolant,54
MH16AB6187,Eicher Pro 6035,2015,2024-04-18,2021-12-18,126709,1287,51,127,3.71,65,33,Mixed,Medium,42,10,51,5.92,2,Brake Pads,19
MH92AB7920,BharatBenz 2823R,2019,2022-06-06,2021-03-17,670273,39490,408,110,3.71,46,48,City,Medium,21,2,96,2.7,19,None,112
MH59AB7637,Ashok Leyland 3718,2018,2024-10-03,2021-11-12,418760,10373,150,79,3.71,17,93,Mixed,Medium,19,6,90,6.03,4,None,81
MH73AB4659,BharatBenz 2823R,2022,2022-12-18,2021-11-04,343925,17506,70,79,3.71,16,69,City,Medium,26,10,19,5.91,13,None,56
MH43AB6082,Ashok Leyland 3718,2015,2022-04-02,2021-08-07,325796,20725,107,117,3.71,89,24,Mixed,Medium,13,6,91,4.53,19,Oil Filter,102
MH67AB2138,Eicher Pro 6035,2021,2022-05-27,2021-04-06,317247,36944,438,108,3.71,78,91,Mixed,Light,18,5,17,4.46,8,Coolant,72
MH79AB4601,Eicher Pro 6035,2018,2024-04-04,2021-06-14,337644,35840,229,97,3.71,24,88,Highway,Light,-3,17,35,3.95,8,Fuel Pump,103
MH50AB4875,BharatBenz 2823R,2022,2023-01-27,2021-10-25,820692,5533,478,99,3.71,54,76,City,Light,6,3,12,6.48,16,Fuel Pump,23
MH50AB8950,BharatBenz 2823R,2013,2023-10-26,2021-07-30,674624,8288,390,106,3.71,40,45,Mixed,Light,29,17,68,2.94,11,Air Filter,99
MH86AB8842,Ashok Leyland 3718,2017,2024-10-06,2021-07-30,478745,16189,398,124,3.71,96,25,Highway,Light,9,19,97,4.86,18,Fuel Pump,29
MH89AB3595,Mahindra Blazo X,2020,2023-09-11,2021-03-15,687787,22098,69,72,3.71,92,35,City,Light,11,3,12,5.23,4,None,108
MH22AB1851,Ashok Leyland 3718,2013,2023-08-28,2021-10-20,723812,37980,304,119,3.71,73,79,City,Heavy,44,17,47,6.24,1,None,80
MH21AB7472,BharatBenz 2823R,2011,2023-12-22,2021-07-15,885825,30203,366,112,3.71,41,31,Mixed,Heavy,26,2,11,5.62,1,Air Filter,80
MH72AB3410,BharatBenz 2823R,2019,2023-01-11,2021-04-08,474390,566,87,84,3.71,16,94,City,Light,1,17,26,5.08,14,Oil Filter,110
MH86AB8601,Tata Prima,2020,2022-09-17,2021-12-06,507666,8033,197,90,3.71,44,22,Highway,Light,13,4,82,2.97,4,Fuel Pump,29
MH91AB7847,BharatBenz 2823R,2018,2023-05-25,2021-06-16,740796,15603,74,121,3.71,58,82,Highway,Heavy,1,16,45,3.99,11,Coolant,37
MH54AB8799,Tata Prima,2014,2022-06-25,2021-05-29,359550,5116,435,106,3.71,6,83,City,Heavy,-1,12,95,3.06,18,Air Filter,64
MH36AB2457,Mahindra Blazo X,2013,2023-09-03,2021-07-08,375203,38998,170,125,3.71,54,81,Highway,Light,34,11,97,6.02,16,Fuel Pump,41
MH26AB8789,Ashok Leyland 3718,2011,2022-01-20,2021-09-20,721314,12272,465,81,3.71,45,25,City,Heavy,15,18,82,5.5,17,Oil Filter,96
MH90AB2409,Ashok Leyland 3718,2010,2022-05-29,2021-11-27,394866,24349,75,73,3.71,49,38,Highway,Medium,42,5,11,5.53,2,Coolant,47
MH84AB9976,Tata Prima,2020,2023-10-09,2021-04-22,825107,13440,218,116,3.71,13,37,City,Medium,42,18,94,5.11,4,Coolant,13
MH33AB4302,Ashok Leyland 3718,2016,2023-04-27,2021-07-07,586644,17432,372,78,3.71,66,99,City,Medium,41,5,43,4.53,3,Oil Filter,18
MH41AB9354,BharatBenz 2823R,2015,2022-10-27,2021-03-16,702416,30269,274,108,3.71,90,62,City,Heavy,1,2,36,3.1,15,Fuel Pump,7
MH86AB2688,Eicher Pro 6035,2011,2024-01-07,2021-05-11,52187,25148,50,111,3.71,51,92,Highway,Light,31,15,46,3.82,2,Brake Pads,73
MH41AB3100,Tata Prima,2017,2023-10-22,2021-10-15,871530,33466,356,97,3.71,9,22,City,Light,17,12,80,3.05,19,Fuel Pump,60
MH88AB5662,Ashok Leyland 3718,2020,2023-04-14,2021-10-15,535687,28277,310,92,3.71,80,91,City,Light,5,8,31,5.4,9,Air Filter,30
MH28AB1739,Tata Prima,2013,2024-04-16,2021-07-20,726585,33067,62,114,3.71,5,57,Mixed,Heavy,4,18,77,3.14,10,Air Filter,57
MH37AB7991,Tata Prima,2017,2024-11-17,2021-07-15,708966,17674,452,109,3.71,48,87,Mixed,Heavy,15,5,23,5.31,19,Fuel Pump,45
MH95AB1988,Eicher Pro 6035,2016,2022-12-07,2021-07-25,894052,14298,445,113,3.71,26,95,City,Medium,35,11,32,5.27,5,None,86
MH40AB4803,BharatBenz 2823R,2014,2022-06-02,2021-07-13,476044,18058,97,91,3.71,42,63,Mixed,Heavy,27,18,53,4.34,14,Air Filter,106
MH91AB7853,Tata Prima,2019,2024-07-04,2021-10-15,176270,678,458,93,3.71,23,99,City,Medium,14,5,98,3.04,10,Brake Pads,25
MH31AB8435,Ashok Leyland 3718,2019,2022-02-25,2021-08-04,850819,20970,362,120,3.71,84,82,Mixed,Medium,27,19,74,3.76,16,None,43
MH79AB6513,Mahindra Blazo X,2021,2024-06-23,2021-08-27,381607,17618,420,127,3.71,35,61,Highway,Light,34,18,88,3.78,6,Brake Pads,84
MH80AB6983,Tata Prima,2017,2023-06-19,2021-09-08,817286,23116,340,95,3.71,71,83,Highway,Heavy,29,7,87,5.3,8,Coolant,108
MH86AB6186,Tata Prima,2023,2022-11-22,2021-05-31,815791,1298,381,99,3.71,91,73,City,Light,28,8,70,2.95,2,Air Filter,27
MH77AB3144,Eicher Pro 6035,2018,2023-02-09,2021-09-21,403827,8101,143,102,3.71,46,97,City,Light,30,7,94,5.82,18,None,97
MH44AB9302,BharatBenz 2823R,2014,2023-01-25,2021-03-12,636349,25863,310,85,3.71,86,96,Highway,Heavy,21,13,64,5.54,8,Fuel Pump,78
MH96AB8158,Mahindra Blazo X,2019,2023-03-12,2021-11-05,809785,3295,327,91,3.71,30,90,Highway,Heavy,13,10,80,3.25,5,None,62
MH28AB5127,Ashok Leyland 3718,2014,2024-03-07,2021-12-09,131257,32426,408,118,3.71,17,95,Mixed,Medium,37,19,94,5.38,17,Coolant,73
MH98AB8324,Mahindra Blazo X,2011,2023-06-24,2021-06-03,111753,37856,254,126,3.71,62,56,City,Medium,-1,3,59,5.17,16,Brake Pads,79
MH81AB7482,Ashok Leyland 3718,2014,2023-09-18,2021-06-18,454303,7797,234,119,3.71,22,23,Highway,Medium,23,18,21,5.49,5,Coolant,33
MH68AB9124,BharatBenz 2823R,2012,2024-03-23,2021-11-14,474032,3584,224,112,3.71,71,21,Highway,Medium,4,2,88,3.26,17,Oil Filter,66
MH69AB3539,Ashok Leyland 3718,2016,2024-04-10,2021-12-06,73408,30829,487,87,3.71,91,63,City,Light,34,10,24,3.13,4,Air Filter,57
MH11AB8519,Eicher Pro 6035,2019,2024-02-22,2021-03-17,174116,11610,436,76,3.71,7,86,Mixed,Light,7,7,26,3.45,1,Fuel Pump,49
MH68AB3674,Eicher Pro 6035,2014,2022-11-20,2021-08-20,705496,1231,429,119,3.71,59,87,Mixed,Heavy,23,3,43,3.96,6,Brake Pads,31
MH39AB8071,Eicher Pro 6035,2017,2024-05-20,2021-10-14,67413,1629,358,95,3.71,93,95,Mixed,Medium,-1,7,44,5.67,1,Coolant,38
MH92AB1383,Eicher Pro 6035,2010,2023-04-20,2021-06-28,687938,28522,464,77,3.71,95,93,Mixed,Medium,6,10,48,5.45,4,Fuel Pump,18
MH64AB1720,Mahindra Blazo X,2012,2023-03-11,2021-12-06,109500,2105,118,75,3.71,62,81,Highway,Medium,7,4,87,6.2,2,Air Filter,45
MH22AB2891,BharatBenz 2823R,2012,2024-04-08,2021-08-19,106358,12470,153,99,3.71,67,20,City,Light,16,17,64,2.73,13,Fuel Pump,110
MH49AB5155,Ashok Leyland 3718,2018,2022-08-29,2021-04-14,116197,29765,295,108,3.71,95,36,City,Heavy,34,16,68,2.55,14,Air Filter,78
MH26AB7583,Ashok Leyland 3718,2014,2024-02-03,2021-06-12,543992,32830,210,92,3.71,56,35,Highway,Light,9,13,14,5.3,17,Air Filter,64
MH24AB6077,Eicher Pro 6035,2021,2024-01-09,2021-12-22,798149,3433,249,101,3.71,93,28,Highway,Heavy,7,9,39,3.62,11,Air Filter,46
MH22AB7851,Eicher Pro 6035,2018,2024-10-25,2021-10-07,273492,15687,265,91,3.71,28,72,Highway,Heavy,-5,7,13,3.84,3,Coolant,55
MH63AB7132,Tata Prima,2022,2022-08-06,2021-09-30,835833,26291,483,111,3.71,76,92,City,Light,32,4,24,4.69,7,Air Filter,79
MH62AB2044,BharatBenz 2823R,2018,2024-01-14,2021-07-12,476070,25400,261,112,3.71,13,78,City,Light,37,5,44,2.91,10,Fuel Pump,15
MH42AB8069,Mahindra Blazo X,2010,2024-10-03,2021-03-30,126240,5574,65,126,3.71,41,28,City,Heavy,39,11,83,5.07,11,Oil Filter,39
MH17AB3523,Ashok Leyland 3718,2011,2023-07-30,2021-09-24,285595,26926,421,114,3.71,98,31,Mixed,Light,-5,15,64,3.8,10,Fuel Pump,23
MH66AB6603,Tata Prima,2014,2024-11-22,2021-10-12,572710,1393,381,78,3.71,87,60,Highway,Light,5,16,75,5.03,8,Coolant,92
MH66AB4079,Tata Prima,2013,2024-06-15,2021-11-19,795423,34658,254,100,3.71,57,34,Highway,Heavy,37,8,69,5.84,5,Air Filter,69
MH76AB1746,Ashok Leyland 3718,2019,2024-11-08,2021-08-09,328466,20273,414,76,3.71,84,85,Highway,Heavy,34,8,33,3.18,2,Oil Filter,80
MH60AB3337,Mahindra Blazo X,2018,2023-01-06,2021-11-22,56968,4739,88,78,3.71,28,94,City,Medium,16,9,31,6.22,15,Coolant,65
MH94AB6278,Tata Prima,2016,2024-08-08,2021-09-28,339662,21363,138,82,3.71,25,30,Highway,Light,29,11,53,4.62,16,Brake Pads,51
MH42AB5062,Tata Prima,2015,2022-04-28,2021-08-23,888357,3932,479,127,3.71,44,27,Highway,Heavy,38,3,41,6.19,4,Brake Pads,18
