record_id,truck_id,truck_number_plate,vehicle_model,year_bought,service_date,last_service_date,total_km_run,km_after_last_service,avg_daily_km_est,engine_temperature_c,vibrations_level,oil_life_percent,battery_health_percent,route_type,load_profile,ambient_temp_c,service_type,parts_changed_last_service,parts_in_stock_status,technician_id,technician_experience_years,current_queue_length,shift_hours_remaining,brake_pad_thickness_mm,tyre_health_percent,fuel_efficiency_kmpl,approx_past_services,days_until_next_service
660,T0079,VM75HV9253,Scania P410,2022,2023-12-18,2023-08-22,190288,23787,201.2,82.9,2.98,5.0,81.2,Highway,Light,34.5,Brake Service,"Oil Filter, Brake Pads, Engine Oil",No,M010,14,13,1.8,11.3,14.6,3.39,2,37.1
661,T0087,WL69BU2315,Tata LPT 3718,2017,2022-07-30,2022-06-12,483959,17020,347.9,74.7,4.7,33.9,54.3,Highway,Medium,35.5,Electrical Check,"Battery, Engine Oil, Alternator",Yes,M037,5,13,6.7,13.1,40.3,4.32,8,32.8
662,T0133,VW03TD3187,Ashok Leyland U-3718,2019,2022-11-05,2022-10-07,365011,8726,295.1,79.2,2.24,59.2,76.4,City,Heavy,30.9,Brake Service,Clutch Plate,Yes,M009,5,3,6.1,19.3,70.4,1.5,5,33.0
663,T0147,JU83DJ8783,Ashok Leyland U-3718,2021,2022-10-06,2022-09-17,245669,6304,331.7,82.1,1.25,78.4,76.3,Mixed,Heavy,25.1,Routine Service,"Battery, Coolant, Alternator, Air Filter",No,M009,12,14,3.7,16.8,79.7,1.73,3,33.4
664,T0212,GS05JQ6644,Scania P410,2022,2022-07-29,2022-07-12,191137,4927,276.3,79.2,1.39,80.5,86.1,City,Heavy,35.4,Full Inspection,Brake Pads,Partial,M003,10,11,1.7,18.2,85.2,2.03,1,20.2
665,T0005,SB22CG1263,BharatBenz 3123R,2016,2022-11-07,2022-09-19,553181,10881,219.8,80.6,4.15,63.7,58.3,City,Medium,30.7,Routine Service,"Oil Filter, Clutch Plate, Brake Pads, Battery",Partial,M011,4,12,7.0,13.8,60.0,3.36,10,37.5
666,T0179,ZV98HH7342,Ashok Leyland U-3718,2022,2023-01-10,2022-11-29,170711,15442,367.1,95.6,3.34,36.3,80.8,Mixed,Heavy,25.6,Routine Service,Oil Filter,Yes,M030,10,12,5.0,14.0,44.7,2.03,3,39.0
667,T0204,GF69WC7126,Ashok Leyland U-3718,2018,2024-05-30,2024-04-30,422672,11673,385.0,83.7,3.06,58.5,66.9,City,Medium,35.3,Electrical Check,"Battery, Coolant, Brake Pads",Yes,M005,5,14,6.0,11.9,56.3,4.15,11,34.0
668,T0059,GW80WG4630,Tata LPT 3718,2022,2024-06-22,2024-05-04,181147,14862,302.1,86.4,3.02,35.3,83.7,Highway,Heavy,31.1,Routine Service,"Air Filter, Battery, Oil Filter, Clutch Plate",Partial,M010,3,3,3.1,11.4,58.3,2.71,4,52.1
669,T0308,OV84NW4840,Ashok Leyland U-3718,2015,2023-07-28,2023-05-08,584236,19685,241.1,93.5,5.16,22.3,64.4,City,Medium,35.4,Electrical Check,"Engine Oil, Oil Filter",Yes,M031,2,11,5.1,15.3,25.6,3.72,12,42.1
670,T0139,YV67DH8617,Tata LPT 3718,2017,2024-05-02,2024-01-22,493241,24144,237.4,101.7,4.61,5.0,63.4,Highway,Light,29.0,Electrical Check,"Alternator, Engine Oil, Air Filter",Partial,M005,1,2,3.8,9.9,25.8,3.68,14,10.8
671,T0215,KO92RW6870,Scania P410,2018,2025-04-03,2025-02-28,427015,10840,316.4,79.6,3.14,53.6,61.1,Mixed,Medium,30.0,Brake Service,Oil Filter,No,M012,3,3,2.5,15.8,69.9,3.39,13,48.9
672,T0153,GC74KO2249,BharatBenz 3123R,2018,2025-04-05,2025-03-17,397922,7380,388.1,84.4,4.44,75.7,66.7,City,Medium,33.4,Full Inspection,"Air Filter, Battery, Brake Pads, Clutch Plate",Partial,M031,2,9,1.0,12.6,74.7,2.67,15,28.1
673,T0200,BN28TI5633,Volvo FM 400,2023,2023-09-09,2023-08-14,126722,7564,286.6,79.4,1.92,74.0,91.2,Mixed,Light,26.4,Brake Service,"Battery, Clutch Plate",Partial,M005,1,8,4.7,12.2,75.4,2.77,1,37.1
674,T0008,FY83RK9422,BharatBenz 3123R,2022,2023-12-23,2023-10-23,195740,22723,367.2,83.4,1.94,7.3,78.1,Highway,Medium,25.7,Full Inspection,Alternator,No,M021,6,2,5.8,10.8,10.0,2.26,3,54.3
675,T0002,FN01QO2580,Ashok Leyland U-3718,2017,2025-01-31,2024-11-19,496781,23510,320.2,82.9,2.93,5.0,61.5,Mixed,Medium,19.5,Engine Check,Engine Oil,Yes,M038,4,13,6.6,13.3,23.4,3.49,15,33.4
676,T0216,JO00EM4758,Mahindra Blazo X 35,2023,2022-10-06,2022-09-05,136265,9889,314.0,81.9,5.12,66.1,82.5,Highway,Heavy,32.2,Full Inspection,"Battery, Oil Filter",Yes,M025,6,13,5.9,14.4,73.4,1.89,1,35.3
677,T0008,FY83RK9422,Tata LPT 3718,2020,2025-02-24,2024-12-31,295637,12535,225.2,83.4,5.48,47.6,69.3,Highway,Medium,34.8,Electrical Check,Clutch Plate,Partial,M020,11,8,7.5,11.2,57.0,2.38,11,44.2
678,T0212,GS05JQ6644,Ashok Leyland U-3718,2020,2024-02-14,2024-01-29,316831,3850,236.7,95.6,2.22,80.5,72.2,City,Heavy,34.3,Brake Service,"Oil Filter, Clutch Plate, Brake Pads",No,M028,9,7,7.9,17.2,88.2,3.69,8,20.3
679,T0091,ZH96HO6706,Scania P410,2024,2024-02-27,2023-12-25,43336,20402,318.3,90.8,3.35,10.6,92.0,Highway,Heavy,28.8,Brake Service,"Coolant, Alternator, Battery, Brake Pads",Partial,M028,4,3,7.3,13.7,45.5,3.37,1,49.6
680,T0318,AF88GL9728,Volvo FM 400,2016,2023-02-21,2023-01-30,556884,8117,361.2,86.4,4.05,65.2,62.1,Highway,Light,32.3,Routine Service,"Oil Filter, Brake Pads, Battery, Coolant",Partial,M002,2,1,5.6,15.3,74.5,2.92,14,58.8
681,T0228,IY23ZZ2645,Scania P410,2024,2024-05-26,2024-03-19,78121,23636,344.8,67.8,5.32,6.9,94.0,Highway,Heavy,26.1,Routine Service,"Brake Pads, Oil Filter, Clutch Plate, Coolant",No,M019,12,14,3.0,13.3,22.5,3.45,1,46.4
682,T0101,CR59JK1184,Ashok Leyland U-3718,2016,2022-10-24,2022-09-07,546555,17020,357.5,83.9,2.34,35.2,63.8,City,Medium,33.4,Brake Service,"Engine Oil, Air Filter, Oil Filter, Coolant",No,M027,11,10,5.9,8.4,48.1,3.03,12,32.0
683,T0136,JN98UD2685,Tata LPT 3718,2021,2024-05-06,2024-04-14,232102,7509,337.2,88.2,1.83,71.4,76.6,Mixed,Light,32.5,Full Inspection,"Engine Oil, Clutch Plate, Alternator, Oil Filter",No,M001,5,5,2.4,15.1,77.0,1.79,7,43.7
684,T0308,OV84NW4840,Tata LPT 3718,2020,2024-11-16,2024-09-05,309762,20992,291.1,95.7,4.17,21.7,87.0,Highway,Heavy,29.4,Electrical Check,"Alternator, Oil Filter",Partial,M028,2,6,5.9,14.1,35.8,4.62,6,25.9
685,T0027,WW31VS6960,Scania P410,2021,2023-04-19,2023-03-24,223003,7584,289.1,74.4,3.36,68.4,65.7,Highway,Heavy,39.7,Engine Check,"Alternator, Air Filter",Partial,M025,15,11,3.7,15.6,77.9,1.5,4,42.0
686,T0224,AJ05IK2309,BharatBenz 3123R,2016,2023-02-13,2023-01-22,543448,5448,243.1,93.4,2.37,74.2,66.4,Mixed,Light,30.0,Brake Service,Alternator,Partial,M033,14,4,5.6,17.7,85.2,3.77,14,54.8
687,T0284,JQ65GV0094,BharatBenz 3123R,2020,2022-09-19,2022-07-13,284630,14124,206.5,91.5,4.4,53.6,77.6,Highway,Light,31.0,Full Inspection,Alternator,Yes,M006,12,5,3.2,14.1,58.7,3.26,4,36.9
688,T0079,VM75HV9253,Volvo FM 400,2024,2025-02-15,2024-11-25,62483,18427,224.5,88.4,2.25,25.2,88.5,Mixed,Heavy,28.7,Brake Service,"Engine Oil, Battery, Alternator, Oil Filter",No,M006,11,14,3.7,12.3,29.1,3.21,3,28.3
689,T0096,SZ98JU0546,BharatBenz 3123R,2018,2022-10-19,2022-08-27,408105,18491,345.7,82.5,3.85,20.8,67.1,City,Light,35.5,Routine Service,"Alternator, Clutch Plate",No,M035,10,3,5.1,10.1,38.8,4.29,9,28.0
690,T0141,HB47LC9505,Volvo FM 400,2017,2024-04-23,2024-03-26,491568,9282,330.7,97.0,4.74,71.5,74.4,Mixed,Light,23.9,Full Inspection,Oil Filter,No,M038,13,14,4.0,12.6,64.0,2.29,11,52.0
691,T0063,GD11NT1247,Volvo FM 400,2017,2025-04-29,2025-04-15,494516,5483,381.8,100.4,4.26,74.1,67.0,City,Medium,39.8,Brake Service,Oil Filter,No,M012,14,1,3.2,15.5,79.9,3.66,17,46.2
692,T0107,XB06BH6539,Ashok Leyland U-3718,2016,2024-05-16,2024-04-30,532557,6099,370.7,82.5,4.7,76.8,66.2,City,Light,40.4,Routine Service,Clutch Plate,Partial,M027,8,7,1.3,15.5,79.2,4.21,14,42.6
693,T0108,NL60SW6772,Mahindra Blazo X 35,2021,2023-05-21,2023-03-02,227112,17828,220.9,79.2,2.92,13.5,72.1,City,Medium,32.8,Engine Check,"Air Filter, Clutch Plate",Yes,M029,14,1,3.4,16.2,29.4,3.19,4,38.2
694,T0291,UJ88EP8690,Mahindra Blazo X 35,2024,2023-10-30,2023-10-03,48401,10020,370.6,96.7,2.77,57.3,100.0,Highway,Light,36.8,Routine Service,"Clutch Plate, Coolant, Alternator",Partial,M022,10,6,1.5,16.4,59.9,4.06,1,48.9
695,T0082,LI16OG7077,Scania P410,2019,2023-08-19,2023-08-06,388728,4149,306.8,83.6,2.21,78.4,65.9,Highway,Light,15.0,Full Inspection,Engine Oil,Partial,M039,15,8,4.1,14.6,86.2,5.29,7,42.7
696,T0079,VM75HV9253,BharatBenz 3123R,2020,2023-03-26,2023-01-08,328250,19664,253.2,72.1,4.38,21.3,69.4,Highway,Light,24.4,Engine Check,"Air Filter, Oil Filter, Engine Oil",Partial,M002,11,5,3.2,11.7,24.0,3.44,5,40.0
697,T0138,FL30BN2930,Tata LPT 3718,2022,2023-12-19,2023-10-23,158970,18856,326.3,81.7,1.59,26.4,79.0,Highway,Light,28.4,Full Inspection,"Clutch Plate, Battery, Brake Pads",No,M023,6,3,1.9,9.5,33.2,3.31,3,48.7
698,T0205,PW17SO4839,BharatBenz 3123R,2019,2022-09-07,2022-08-04,339545,12888,372.1,96.1,3.04,44.4,80.9,Highway,Light,33.9,Engine Check,"Oil Filter, Coolant, Alternator, Air Filter",Yes,M018,6,0,3.2,16.4,52.3,3.49,7,23.8
699,T0250,ZU99WD8278,Ashok Leyland U-3718,2022,2024-01-13,2023-10-15,189784,22663,251.3,66.4,2.54,5.0,77.3,City,Heavy,33.5,Engine Check,"Oil Filter, Coolant, Brake Pads",No,M018,4,2,2.5,8.7,16.3,2.07,5,36.2
700,T0291,UJ88EP8690,Tata LPT 3718,2020,2022-09-17,2022-08-23,281323,8775,349.1,88.8,3.58,66.5,75.5,Mixed,Light,27.7,Full Inspection,"Engine Oil, Coolant",No,M029,9,9,7.2,13.9,70.4,2.26,4,48.8
701,T0210,VZ64EU1749,Tata LPT 3718,2024,2024-03-23,2023-12-21,53180,20984,224.5,91.8,3.07,21.5,89.6,Mixed,Heavy,30.8,Engine Check,"Engine Oil, Clutch Plate, Oil Filter, Air Filter",No,M023,5,14,2.7,9.4,43.1,2.79,1,6.3
702,T0184,KM99YW0519,BharatBenz 3123R,2016,2023-06-09,2023-03-29,545936,21293,292.7,85.9,2.78,16.7,54.0,Highway,Heavy,30.5,Routine Service,"Air Filter, Alternator, Clutch Plate",Yes,M024,7,2,6.1,11.3,17.0,2.63,12,26.7
703,T0164,IS78ZD3534,Mahindra Blazo X 35,2015,2023-09-12,2023-08-13,593440,9223,301.9,80.9,5.13,63.3,61.5,Mixed,Medium,30.9,Brake Service,"Battery, Oil Filter, Coolant, Engine Oil",No,M014,10,7,2.8,14.9,75.2,1.74,14,43.2
704,T0309,XS59UR6171,BharatBenz 3123R,2023,2023-07-15,2023-06-26,96739,7423,381.4,86.3,2.42,65.4,78.7,Highway,Light,28.7,Electrical Check,"Oil Filter, Coolant, Battery",No,M036,6,11,5.7,16.9,78.7,4.16,1,39.4
705,T0163,MU62BB4426,Tata LPT 3718,2018,2024-03-06,2024-01-17,432460,18933,379.1,76.0,1.81,20.3,63.5,Highway,Light,28.2,Electrical Check,"Engine Oil, Air Filter, Brake Pads, Clutch Plate",Yes,M032,13,10,4.6,13.6,38.1,4.24,12,70.2
706,T0088,OU10WQ2914,Scania P410,2020,2025-05-09,2025-04-04,309764,7358,209.8,98.3,3.57,65.7,71.2,Mixed,Medium,35.9,Full Inspection,Coolant,Yes,M016,5,4,7.5,15.1,77.0,3.08,9,50.3
707,T0003,US31YI0086,Ashok Leyland U-3718,2019,2022-08-09,2022-05-07,358012,19381,204.8,85.6,2.11,25.5,66.6,Highway,Medium,35.6,Routine Service,Battery,Partial,M003,2,2,3.4,8.6,24.6,3.78,7,35.2
708,T0036,ZN91ZE9214,Ashok Leyland U-3718,2016,2024-06-04,2024-05-27,558985,3503,391.8,91.3,2.2,83.3,65.3,City,Heavy,39.0,Routine Service,"Battery, Alternator, Air Filter",No,M020,11,11,1.8,16.1,86.4,2.94,13,27.5
709,T0285,DX83BL1583,Tata LPT 3718,2022,2023-12-24,2023-10-08,198262,24444,316.9,80.2,1.72,5.0,87.6,Mixed,Light,35.4,Brake Service,"Clutch Plate, Brake Pads, Battery",Yes,M026,5,4,1.2,9.3,10.6,4.0,3,47.4
710,T0317,TW85EI5188,Volvo FM 400,2015,2023-09-03,2023-08-20,596735,5279,367.4,78.2,5.74,81.3,64.5,Highway,Light,32.4,Electrical Check,"Oil Filter, Air Filter",Partial,M001,8,13,5.6,15.3,84.5,3.55,13,36.4
711,T0116,EQ62RM4271,BharatBenz 3123R,2016,2025-06-01,2025-05-08,518456,9314,382.1,87.1,1.39,62.9,56.5,Highway,Heavy,32.1,Routine Service,Engine Oil,No,M024,1,13,1.1,15.1,66.5,2.95,16,28.5
712,T0057,LJ53WV1968,Volvo FM 400,2019,2023-10-09,2023-08-13,358851,18197,315.0,89.8,3.91,21.2,69.6,Highway,Medium,45.7,Electrical Check,"Coolant, Battery, Oil Filter, Alternator",Partial,M022,10,6,2.1,16.6,39.6,2.64,6,33.9
713,T0062,RH54NL7372,BharatBenz 3123R,2020,2024-07-14,2024-04-11,326891,21993,231.8,72.7,3.46,10.4,83.1,Highway,Heavy,19.4,Electrical Check,"Oil Filter, Coolant, Alternator, Clutch Plate",Partial,M027,6,10,6.6,11.2,21.6,2.22,7,22.2
714,T0251,TR45GK4680,Tata LPT 3718,2020,2023-11-08,2023-08-24,279570,17448,229.3,104.5,3.27,31.1,74.4,Mixed,Medium,34.8,Routine Service,Coolant,No,M015,7,7,7.3,10.4,43.1,2.8,5,30.4
715,T0181,NQ04SC7059,Scania P410,2018,2022-11-27,2022-10-22,411277,10044,276.6,93.4,2.41,70.1,64.0,Mixed,Heavy,31.8,Routine Service,Oil Filter,No,M014,3,13,6.1,16.3,65.5,2.14,6,17.3
716,T0109,LF34KC4631,Volvo FM 400,2018,2024-01-17,2023-10-25,448222,24338,287.0,86.9,1.43,5.0,67.3,City,Medium,36.6,Full Inspection,"Oil Filter, Air Filter, Clutch Plate, Coolant",Partial,M013,10,2,6.1,7.7,25.3,3.55,8,3.6
717,T0161,YE67PV5800,Tata LPT 3718,2022,2022-09-07,2022-08-08,179112,6859,228.2,78.8,3.34,67.3,75.4,Mixed,Light,30.2,Brake Service,Air Filter,Yes,M033,4,7,2.8,12.8,77.2,3.35,1,51.2
718,T0198,HY71VK7802,Ashok Leyland U-3718,2024,2024-10-02,2024-08-15,52952,11139,230.3,87.5,2.7,53.1,88.7,Mixed,Light,32.8,Engine Check,"Oil Filter, Air Filter",No,M026,6,9,2.6,20.0,61.5,4.58,1,52.7
719,T0158,ZQ46IW7619,Scania P410,2016,2024-10-02,2024-09-05,543490,10042,368.1,82.3,4.09,64.7,69.2,Highway,Medium,35.2,Electrical Check,Brake Pads,Yes,M007,4,7,3.7,16.0,68.8,3.41,11,34.8
720,T0096,SZ98JU0546,Tata LPT 3718,2015,2023-01-20,2022-10-10,600990,21238,208.0,75.8,3.45,15.7,68.1,City,Heavy,33.7,Brake Service,"Battery, Air Filter, Engine Oil, Coolant",Yes,M034,4,2,2.6,4.6,23.3,2.58,15,21.9
721,T0221,UA29MJ9466,BharatBenz 3123R,2017,2024-10-18,2024-09-29,457487,6232,314.6,86.8,1.94,71.2,62.9,City,Heavy,27.4,Routine Service,"Engine Oil, Brake Pads, Air Filter",No,M028,13,8,1.3,13.7,78.7,2.85,13,43.9
722,T0026,IT04ZZ0229,Mahindra Blazo X 35,2021,2024-04-07,2024-02-20,253100,16172,338.0,87.7,4.85,40.5,81.8,Mixed,Medium,21.0,Brake Service,"Brake Pads, Clutch Plate, Oil Filter",Partial,M013,15,10,3.2,15.1,44.3,2.71,7,44.0
723,T0272,DY85XT4347,Scania P410,2022,2024-02-06,2024-01-20,175175,5103,288.1,88.8,2.34,82.2,67.5,Mixed,Medium,32.4,Engine Check,Brake Pads,Yes,M007,3,14,4.0,17.5,84.4,3.23,4,52.2
724,T0059,GW80WG4630,Volvo FM 400,2015,2023-01-02,2022-10-18,601406,18813,245.1,92.4,3.9,23.1,56.7,Mixed,Medium,19.5,Engine Check,Oil Filter,No,M016,10,8,3.7,13.0,32.3,3.58,14,46.3
725,T0318,AF88GL9728,Mahindra Blazo X 35,2021,2023-04-09,2022-12-14,227942,23898,205.5,78.9,3.76,5.0,79.3,City,Medium,43.4,Engine Check,"Coolant, Brake Pads",Yes,M007,15,0,7.8,11.7,35.0,3.57,4,25.1
726,T0105,TN74UN1590,Tata LPT 3718,2019,2025-04-12,2025-02-20,362800,18306,354.8,72.8,3.4,24.0,71.1,Mixed,Heavy,24.9,Full Inspection,Oil Filter,Yes,M019,2,14,4.5,12.1,35.6,2.88,12,39.8
727,T0319,NQ10JP1853,Ashok Leyland U-3718,2019,2023-10-22,2023-10-12,386601,3433,338.1,86.6,3.69,87.9,71.5,Mixed,Light,28.0,Electrical Check,"Oil Filter, Clutch Plate, Alternator",No,M011,4,13,7.7,19.0,86.9,3.22,8,48.9
728,T0073,CZ85YZ6207,Volvo FM 400,2022,2023-07-05,2023-05-04,173996,22542,361.9,98.0,3.24,17.2,81.0,City,Medium,32.2,Routine Service,"Coolant, Engine Oil",Yes,M002,15,13,2.3,12.5,22.2,4.03,3,29.7
729,T0305,RP10EH0833,Tata LPT 3718,2022,2023-05-30,2023-05-07,190454,5025,211.1,90.2,2.74,83.9,73.8,Mixed,Light,40.5,Routine Service,"Clutch Plate, Engine Oil",Yes,M032,11,9,1.3,17.1,83.1,4.31,3,51.0
730,T0291,UJ88EP8690,Mahindra Blazo X 35,2019,2024-04-13,2024-03-30,352136,5100,357.0,93.1,2.89,64.4,74.7,Highway,Heavy,24.7,Routine Service,"Air Filter, Alternator",Yes,M033,8,6,2.4,18.4,80.1,1.61,10,33.9
731,T0156,UN12DU0538,Mahindra Blazo X 35,2020,2023-03-04,2023-02-23,304525,3231,352.3,95.5,3.74,87.3,78.6,City,Medium,28.7,Routine Service,"Clutch Plate, Air Filter, Alternator",No,M023,1,0,7.3,14.3,90.3,3.5,5,26.5
732,T0181,NQ04SC7059,Tata LPT 3718,2020,2023-06-17,2023-06-01,323472,5421,322.0,79.9,2.69,77.9,70.8,Mixed,Heavy,30.4,Routine Service,"Oil Filter, Air Filter, Battery, Coolant",Partial,M039,5,5,5.4,14.0,83.5,2.92,5,59.6
733,T0076,IZ45ZR5413,Ashok Leyland U-3718,2018,2025-06-21,2025-05-29,416450,7057,298.4,67.8,2.83,61.7,75.2,Mixed,Light,22.7,Engine Check,"Engine Oil, Oil Filter, Coolant, Brake Pads",No,M023,9,1,2.2,11.8,77.5,2.86,11,47.6
734,T0046,XT42GQ7562,BharatBenz 3123R,2021,2022-12-28,2022-10-22,213984,24680,365.0,82.5,3.51,5.0,72.7,Mixed,Light,32.3,Electrical Check,"Air Filter, Clutch Plate, Battery, Alternator",No,M018,15,14,4.7,13.2,13.3,2.45,3,31.5
735,T0302,EJ75XC5640,Ashok Leyland U-3718,2019,2022-07-09,2022-05-27,365237,16770,384.5,87.5,3.07,33.6,77.0,City,Light,49.6,Brake Service,"Oil Filter, Brake Pads, Alternator",Partial,M003,3,1,1.5,11.7,45.9,3.72,6,44.6
736,T0148,ZM49NU7068,Volvo FM 400,2015,2025-05-09,2025-04-18,603737,5316,247.9,88.8,2.89,73.2,56.1,City,Heavy,31.0,Engine Check,"Air Filter, Coolant, Clutch Plate, Alternator",Partial,M010,11,8,3.2,16.9,81.3,2.9,16,43.3
737,T0156,UN12DU0538,Ashok Leyland U-3718,2019,2025-06-14,2025-04-28,358739,18169,381.3,83.6,3.09,29.2,71.2,Highway,Medium,27.0,Routine Service,"Engine Oil, Oil Filter, Air Filter, Coolant",Yes,M001,4,1,2.5,10.1,42.5,3.97,11,15.2
738,T0251,TR45GK4680,Tata LPT 3718,2015,2023-10-02,2023-07-29,627963,18809,288.1,82.5,3.95,20.0,63.2,City,Medium,41.3,Brake Service,Coolant,Yes,M001,1,1,2.6,9.0,26.8,4.04,14,25.5
739,T0146,BF09NZ5271,Scania P410,2023,2022-12-16,2022-10-26,124807,17952,350.9,68.4,3.8,21.9,75.8,Highway,Light,40.1,Routine Service,"Brake Pads, Clutch Plate",Partial,M018,14,6,5.6,11.9,32.3,3.0,1,29.6
740,T0149,OI06HP4630,BharatBenz 3123R,2015,2022-10-31,2022-10-13,593033,7044,388.3,96.4,4.91,72.4,53.6,City,Medium,28.9,Full Inspection,"Alternator, Brake Pads, Engine Oil, Air Filter",No,M016,8,14,4.7,14.9,76.7,2.86,12,30.9
741,T0160,XV26OD3551,BharatBenz 3123R,2024,2023-02-28,2023-02-14,65263,4973,346.8,75.2,2.57,94.3,85.2,City,Heavy,33.9,Electrical Check,"Brake Pads, Air Filter",Yes,M021,15,0,6.4,17.1,82.6,3.16,1,52.0
742,T0284,JQ65GV0094,BharatBenz 3123R,2019,2022-12-22,2022-11-13,377775,14790,377.0,93.5,2.7,33.9,71.8,City,Light,42.7,Full Inspection,"Air Filter, Brake Pads, Alternator, Engine Oil",Yes,M020,13,2,3.4,14.8,51.4,3.3,5,17.4
743,T0227,YI68II8891,Mahindra Blazo X 35,2020,2023-07-13,2023-05-18,290490,18268,320.5,89.6,2.8,22.9,83.3,Mixed,Heavy,26.2,Electrical Check,"Battery, Brake Pads, Alternator, Clutch Plate",No,M023,14,0,4.7,13.4,36.2,3.35,7,31.0
744,T0015,MO28LF5723,Scania P410,2015,2023-08-27,2023-08-02,602791,7805,308.5,95.4,5.24,64.0,66.3,City,Light,34.5,Engine Check,"Brake Pads, Coolant, Alternator",No,M009,11,3,4.6,9.8,76.0,2.96,12,6.8
745,T0318,AF88GL9728,Scania P410,2024,2024-11-21,2024-10-29,64565,7602,325.3,83.0,3.59,66.4,85.1,City,Light,36.4,Electrical Check,"Alternator, Battery",Yes,M026,7,9,1.3,13.2,74.1,4.27,1,40.4
746,T0266,QH35FV5368,Ashok Leyland U-3718,2015,2023-06-22,2023-04-24,594804,21571,361.4,76.2,1.8,17.5,56.7,Highway,Light,28.1,Routine Service,Battery,Partial,M018,14,7,8.0,10.9,26.0,3.3,14,42.9
747,T0149,OI06HP4630,Scania P410,2022,2024-01-31,2023-12-05,171146,15110,261.5,84.0,2.17,40.1,78.3,Mixed,Medium,24.6,Engine Check,Engine Oil,Partial,M004,15,12,1.7,10.4,41.3,2.68,4,50.9
748,T0265,BB75QN4705,BharatBenz 3123R,2023,2022-09-15,2022-08-30,126892,3406,212.4,100.7,4.47,84.9,90.4,Mixed,Medium,32.0,Brake Service,"Air Filter, Clutch Plate",Partial,M009,10,3,1.8,13.9,88.4,1.6,1,26.9
749,T0004,US59JO8685,Ashok Leyland U-3718,2024,2023-11-20,2023-10-07,82408,14366,321.9,82.4,4.67,43.4,86.8,Mixed,Light,28.7,Full Inspection,Engine Oil,Yes,M008,5,2,3.5,13.9,57.9,3.48,1,45.4
750,T0062,RH54NL7372,Scania P410,2016,2022-12-28,2022-12-17,526669,3371,295.9,92.2,1.75,97.0,66.7,Highway,Light,34.2,Routine Service,"Engine Oil, Alternator, Coolant, Brake Pads",No,M007,10,0,1.6,16.7,89.4,4.05,9,61.4
751,T0063,GD11NT1247,Tata LPT 3718,2021,2022-12-27,2022-11-23,226772,11940,346.1,80.3,3.62,48.5,82.2,City,Light,32.3,Routine Service,"Clutch Plate, Alternator, Battery",Partial,M016,13,5,7.8,13.8,60.2,2.32,3,41.7
752,T0222,CQ77CE7673,BharatBenz 3123R,2015,2024-02-27,2024-02-16,568797,3029,261.6,87.2,2.62,80.3,60.1,Highway,Light,24.5,Brake Service,"Brake Pads, Clutch Plate",No,M016,10,5,5.4,16.6,89.8,4.46,17,45.9
753,T0149,OI06HP4630,Mahindra Blazo X 35,2016,2024-03-12,2024-02-16,562258,6846,267.7,81.2,2.74,66.5,65.1,Mixed,Medium,22.7,Electrical Check,"Alternator, Brake Pads, Battery",Yes,M024,2,0,6.5,12.4,74.1,4.28,12,56.7
754,T0214,XC01EN8233,Ashok Leyland U-3718,2017,2024-02-04,2023-12-10,480190,18035,317.6,94.1,2.91,31.8,61.0,Highway,Medium,31.0,Full Inspection,Alternator,Yes,M030,13,9,6.1,12.2,41.9,3.01,10,35.7
755,T0156,UN12DU0538,Volvo FM 400,2024,2024-04-01,2024-01-30,81508,20032,321.4,79.4,2.9,22.5,81.8,City,Light,47.2,Brake Service,"Clutch Plate, Battery",No,M023,8,9,7.2,9.8,21.3,3.42,1,40.6
756,T0005,SB22CG1263,BharatBenz 3123R,2020,2025-03-21,2025-02-17,300982,6522,201.5,79.0,2.22,72.8,78.3,Mixed,Heavy,25.5,Engine Check,"Alternator, Coolant, Engine Oil",Yes,M014,2,1,4.2,14.8,82.0,2.81,10,35.0
757,T0181,NQ04SC7059,Mahindra Blazo X 35,2024,2023-09-07,2023-06-26,46106,20177,272.8,82.9,3.61,27.9,89.1,City,Medium,36.2,Electrical Check,"Coolant, Brake Pads, Engine Oil",Partial,M009,5,6,4.7,7.8,21.0,3.26,1,24.0
758,T0193,VL54BM8738,Ashok Leyland U-3718,2024,2025-02-11,2024-12-25,103420,10430,214.3,86.0,3.01,63.5,86.5,Mixed,Light,38.0,Full Inspection,"Air Filter, Battery, Clutch Plate",Partial,M037,15,0,7.7,15.7,59.4,3.74,3,68.8
759,T0179,ZV98HH7342,Scania P410,2024,2024-03-29,2024-01-27,58875,17816,284.4,80.8,3.06,32.8,88.3,City,Light,33.5,Routine Service,Air Filter,Yes,M003,12,13,2.7,7.4,30.2,4.11,1,26.0
760,T0055,VZ10IR9370,Ashok Leyland U-3718,2022,2022-11-29,2022-11-07,193849,8508,377.7,88.7,4.48,70.5,85.0,City,Light,33.4,Electrical Check,Air Filter,Partial,M016,10,12,7.0,13.2,73.5,3.23,1,50.2
761,T0216,JO00EM4758,Volvo FM 400,2015,2023-11-11,2023-10-16,595277,9953,377.7,87.6,5.94,67.6,73.6,Mixed,Medium,23.9,Brake Service,Oil Filter,No,M008,1,13,4.8,12.5,62.0,2.97,14,54.2
